Quarter,Region,Trust_type,Trust_subtype,Trust_code,Trust_name,Domain,Sub-domain,Metric_ID,Metric_description,Reporting_date,Units,Value,Median_value,Lower_quartile,Upper_quartile,Rank
Q1 2025/26,London,Ambulance trust,Ambulance,RRU,London Ambulance Service NHS Trust,Patient safety,Patient safety,OF0061,NHS Staff survey - raising concerns sub-score,2024,out of 10,6.06,6.02,5.82,6.11,4.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX6,North East Ambulance Service NHS Foundation Trust,Patient safety,Patient safety,OF0061,NHS Staff survey - raising concerns sub-score,2024,out of 10,5.88,6.02,5.82,6.11,7.0
Q1 2025/26,North West,Ambulance trust,Ambulance,RX7,North West Ambulance Service NHS Trust,Patient safety,Patient safety,OF0061,NHS Staff survey - raising concerns sub-score,2024,out of 10,6.16,6.02,5.82,6.11,1.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX8,Yorkshire Ambulance Service NHS Trust,Patient safety,Patient safety,OF0061,NHS Staff survey - raising concerns sub-score,2024,out of 10,6.13,6.02,5.82,6.11,3.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RX9,East Midlands Ambulance Service NHS Trust,Patient safety,Patient safety,OF0061,NHS Staff survey - raising concerns sub-score,2024,out of 10,6.16,6.02,5.82,6.11,2.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RYA,West Midlands Ambulance Service University NHS Foundation Trust,Patient safety,Patient safety,OF0061,NHS Staff survey - raising concerns sub-score,2024,out of 10,6.05,6.02,5.82,6.11,5.0
Q1 2025/26,East,Ambulance trust,Ambulance,RYC,East of England Ambulance Service NHS Trust,Patient safety,Patient safety,OF0061,NHS Staff survey - raising concerns sub-score,2024,out of 10,5.57,6.02,5.82,6.11,10.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYD,South East Coast Ambulance Service NHS Foundation Trust,Patient safety,Patient safety,OF0061,NHS Staff survey - raising concerns sub-score,2024,out of 10,5.99,6.02,5.82,6.11,6.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYE,South Central Ambulance Service NHS Foundation Trust,Patient safety,Patient safety,OF0061,NHS Staff survey - raising concerns sub-score,2024,out of 10,5.8,6.02,5.82,6.11,8.0
Q1 2025/26,South West,Ambulance trust,Ambulance,RYF,South Western Ambulance Service NHS Foundation Trust,Patient safety,Patient safety,OF0061,NHS Staff survey - raising concerns sub-score,2024,out of 10,5.76,6.02,5.82,6.11,9.0
Q1 2025/26,London,Ambulance trust,Ambulance,RRU,London Ambulance Service NHS Trust,Finance and productivity,Finance,OF0079,Planned surplus/deficit,2025/26,%,0.0,0.0,0.0,0.0,2.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX6,North East Ambulance Service NHS Foundation Trust,Finance and productivity,Finance,OF0079,Planned surplus/deficit,2025/26,%,0.0,0.0,0.0,0.0,2.0
Q1 2025/26,North West,Ambulance trust,Ambulance,RX7,North West Ambulance Service NHS Trust,Finance and productivity,Finance,OF0079,Planned surplus/deficit,2025/26,%,0.0,0.0,0.0,0.0,2.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX8,Yorkshire Ambulance Service NHS Trust,Finance and productivity,Finance,OF0079,Planned surplus/deficit,2025/26,%,0.0,0.0,0.0,0.0,2.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RX9,East Midlands Ambulance Service NHS Trust,Finance and productivity,Finance,OF0079,Planned surplus/deficit,2025/26,%,0.0,0.0,0.0,0.0,2.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RYA,West Midlands Ambulance Service University NHS Foundation Trust,Finance and productivity,Finance,OF0079,Planned surplus/deficit,2025/26,%,0.0,0.0,0.0,0.0,2.0
Q1 2025/26,East,Ambulance trust,Ambulance,RYC,East of England Ambulance Service NHS Trust,Finance and productivity,Finance,OF0079,Planned surplus/deficit,2025/26,%,0.02,0.0,0.0,0.0,1.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYD,South East Coast Ambulance Service NHS Foundation Trust,Finance and productivity,Finance,OF0079,Planned surplus/deficit,2025/26,%,0.0,0.0,0.0,0.0,2.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYE,South Central Ambulance Service NHS Foundation Trust,Finance and productivity,Finance,OF0079,Planned surplus/deficit,2025/26,%,-0.84,0.0,0.0,0.0,10.0
Q1 2025/26,South West,Ambulance trust,Ambulance,RYF,South Western Ambulance Service NHS Foundation Trust,Finance and productivity,Finance,OF0079,Planned surplus/deficit,2025/26,%,0.0,0.0,0.0,0.0,2.0
Q1 2025/26,London,Ambulance trust,Ambulance,RRU,London Ambulance Service NHS Trust,Finance and productivity,Finance,OF0081,Variance year-to-date to financial plan,Month 3 2025,%,0.22,0.12,0.01,0.37,5.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX6,North East Ambulance Service NHS Foundation Trust,Finance and productivity,Finance,OF0081,Variance year-to-date to financial plan,Month 3 2025,%,0.0,0.12,0.01,0.37,9.0
Q1 2025/26,North West,Ambulance trust,Ambulance,RX7,North West Ambulance Service NHS Trust,Finance and productivity,Finance,OF0081,Variance year-to-date to financial plan,Month 3 2025,%,0.69,0.12,0.01,0.37,2.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX8,Yorkshire Ambulance Service NHS Trust,Finance and productivity,Finance,OF0081,Variance year-to-date to financial plan,Month 3 2025,%,0.23,0.12,0.01,0.37,4.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RX9,East Midlands Ambulance Service NHS Trust,Finance and productivity,Finance,OF0081,Variance year-to-date to financial plan,Month 3 2025,%,0.02,0.12,0.01,0.37,6.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RYA,West Midlands Ambulance Service University NHS Foundation Trust,Finance and productivity,Finance,OF0081,Variance year-to-date to financial plan,Month 3 2025,%,-4.67,0.12,0.01,0.37,10.0
Q1 2025/26,East,Ambulance trust,Ambulance,RYC,East of England Ambulance Service NHS Trust,Finance and productivity,Finance,OF0081,Variance year-to-date to financial plan,Month 3 2025,%,3.04,0.12,0.01,0.37,1.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYD,South East Coast Ambulance Service NHS Foundation Trust,Finance and productivity,Finance,OF0081,Variance year-to-date to financial plan,Month 3 2025,%,0.01,0.12,0.01,0.37,7.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYE,South Central Ambulance Service NHS Foundation Trust,Finance and productivity,Finance,OF0081,Variance year-to-date to financial plan,Month 3 2025,%,0.01,0.12,0.01,0.37,7.0
Q1 2025/26,South West,Ambulance trust,Ambulance,RYF,South Western Ambulance Service NHS Foundation Trust,Finance and productivity,Finance,OF0081,Variance year-to-date to financial plan,Month 3 2025,%,0.42,0.12,0.01,0.37,3.0
Q1 2025/26,London,Ambulance trust,Ambulance,RRU,London Ambulance Service NHS Trust,People and workforce,Retention and culture,OF0082,Sickness absence rate,Q4 2024-25,%,7.66,7.12,6.79,7.59,9.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX6,North East Ambulance Service NHS Foundation Trust,People and workforce,Retention and culture,OF0082,Sickness absence rate,Q4 2024-25,%,6.77,7.12,6.79,7.59,3.0
Q1 2025/26,North West,Ambulance trust,Ambulance,RX7,North West Ambulance Service NHS Trust,People and workforce,Retention and culture,OF0082,Sickness absence rate,Q4 2024-25,%,7.32,7.12,6.79,7.59,6.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX8,Yorkshire Ambulance Service NHS Trust,People and workforce,Retention and culture,OF0082,Sickness absence rate,Q4 2024-25,%,7.64,7.12,6.79,7.59,8.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RX9,East Midlands Ambulance Service NHS Trust,People and workforce,Retention and culture,OF0082,Sickness absence rate,Q4 2024-25,%,7.44,7.12,6.79,7.59,7.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RYA,West Midlands Ambulance Service University NHS Foundation Trust,People and workforce,Retention and culture,OF0082,Sickness absence rate,Q4 2024-25,%,4.9,7.12,6.79,7.59,1.0
Q1 2025/26,East,Ambulance trust,Ambulance,RYC,East of England Ambulance Service NHS Trust,People and workforce,Retention and culture,OF0082,Sickness absence rate,Q4 2024-25,%,7.94,7.12,6.79,7.59,10.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYD,South East Coast Ambulance Service NHS Foundation Trust,People and workforce,Retention and culture,OF0082,Sickness absence rate,Q4 2024-25,%,6.84,7.12,6.79,7.59,4.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYE,South Central Ambulance Service NHS Foundation Trust,People and workforce,Retention and culture,OF0082,Sickness absence rate,Q4 2024-25,%,6.92,7.12,6.79,7.59,5.0
Q1 2025/26,South West,Ambulance trust,Ambulance,RYF,South Western Ambulance Service NHS Foundation Trust,People and workforce,Retention and culture,OF0082,Sickness absence rate,Q4 2024-25,%,5.44,7.12,6.79,7.59,2.0
Q1 2025/26,London,Ambulance trust,Ambulance,RRU,London Ambulance Service NHS Trust,People and workforce,Retention and culture,OF0084,NHS staff survey engagement theme sub-score ,2024,out of 10,6.01,6.0,5.8,6.11,5.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX6,North East Ambulance Service NHS Foundation Trust,People and workforce,Retention and culture,OF0084,NHS staff survey engagement theme sub-score ,2024,out of 10,6.0,6.0,5.8,6.11,6.0
Q1 2025/26,North West,Ambulance trust,Ambulance,RX7,North West Ambulance Service NHS Trust,People and workforce,Retention and culture,OF0084,NHS staff survey engagement theme sub-score ,2024,out of 10,6.13,6.0,5.8,6.11,3.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX8,Yorkshire Ambulance Service NHS Trust,People and workforce,Retention and culture,OF0084,NHS staff survey engagement theme sub-score ,2024,out of 10,6.22,6.0,5.8,6.11,1.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RX9,East Midlands Ambulance Service NHS Trust,People and workforce,Retention and culture,OF0084,NHS staff survey engagement theme sub-score ,2024,out of 10,6.16,6.0,5.8,6.11,2.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RYA,West Midlands Ambulance Service University NHS Foundation Trust,People and workforce,Retention and culture,OF0084,NHS staff survey engagement theme sub-score ,2024,out of 10,5.8,6.0,5.8,6.11,7.0
Q1 2025/26,East,Ambulance trust,Ambulance,RYC,East of England Ambulance Service NHS Trust,People and workforce,Retention and culture,OF0084,NHS staff survey engagement theme sub-score ,2024,out of 10,5.8,6.0,5.8,6.11,8.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYD,South East Coast Ambulance Service NHS Foundation Trust,People and workforce,Retention and culture,OF0084,NHS staff survey engagement theme sub-score ,2024,out of 10,6.06,6.0,5.8,6.11,4.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYE,South Central Ambulance Service NHS Foundation Trust,People and workforce,Retention and culture,OF0084,NHS staff survey engagement theme sub-score ,2024,out of 10,5.74,6.0,5.8,6.11,9.0
Q1 2025/26,South West,Ambulance trust,Ambulance,RYF,South Western Ambulance Service NHS Foundation Trust,People and workforce,Retention and culture,OF0084,NHS staff survey engagement theme sub-score ,2024,out of 10,5.73,6.0,5.8,6.11,10.0
Q1 2025/26,London,Ambulance trust,Ambulance,RRU,London Ambulance Service NHS Trust,Finance and productivity,Productivity,OF0086,Relative difference in costs,2023/24,%,112.69,97.6,91.86,109.61,9.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX6,North East Ambulance Service NHS Foundation Trust,Finance and productivity,Productivity,OF0086,Relative difference in costs,2023/24,%,74.8,97.6,91.86,109.61,1.0
Q1 2025/26,North West,Ambulance trust,Ambulance,RX7,North West Ambulance Service NHS Trust,Finance and productivity,Productivity,OF0086,Relative difference in costs,2023/24,%,94.39,97.6,91.86,109.61,4.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX8,Yorkshire Ambulance Service NHS Trust,Finance and productivity,Productivity,OF0086,Relative difference in costs,2023/24,%,98.55,97.6,91.86,109.61,6.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RX9,East Midlands Ambulance Service NHS Trust,Finance and productivity,Productivity,OF0086,Relative difference in costs,2023/24,%,89.77,97.6,91.86,109.61,2.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RYA,West Midlands Ambulance Service University NHS Foundation Trust,Finance and productivity,Productivity,OF0086,Relative difference in costs,2023/24,%,91.02,97.6,91.86,109.61,3.0
Q1 2025/26,East,Ambulance trust,Ambulance,RYC,East of England Ambulance Service NHS Trust,Finance and productivity,Productivity,OF0086,Relative difference in costs,2023/24,%,112.54,97.6,91.86,109.61,8.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYD,South East Coast Ambulance Service NHS Foundation Trust,Finance and productivity,Productivity,OF0086,Relative difference in costs,2023/24,%,100.82,97.6,91.86,109.61,7.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYE,South Central Ambulance Service NHS Foundation Trust,Finance and productivity,Productivity,OF0086,Relative difference in costs,2023/24,%,96.66,97.6,91.86,109.61,5.0
Q1 2025/26,South West,Ambulance trust,Ambulance,RYF,South Western Ambulance Service NHS Foundation Trust,Finance and productivity,Productivity,OF0086,Relative difference in costs,2023/24,%,112.77,97.6,91.86,109.61,10.0
Q1 2025/26,London,Ambulance trust,Ambulance,RRU,London Ambulance Service NHS Trust,Access to services,Urgent and emergency care,OF1017,Average Category 2 ambulance response time,Q1 2025,score,2.0,,,,7.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX6,North East Ambulance Service NHS Foundation Trust,Access to services,Urgent and emergency care,OF1017,Average Category 2 ambulance response time,Q1 2025,score,1.0,,,,1.0
Q1 2025/26,North West,Ambulance trust,Ambulance,RX7,North West Ambulance Service NHS Trust,Access to services,Urgent and emergency care,OF1017,Average Category 2 ambulance response time,Q1 2025,score,1.0,,,,3.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX8,Yorkshire Ambulance Service NHS Trust,Access to services,Urgent and emergency care,OF1017,Average Category 2 ambulance response time,Q1 2025,score,1.0,,,,4.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RX9,East Midlands Ambulance Service NHS Trust,Access to services,Urgent and emergency care,OF1017,Average Category 2 ambulance response time,Q1 2025,score,2.67,,,,8.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RYA,West Midlands Ambulance Service University NHS Foundation Trust,Access to services,Urgent and emergency care,OF1017,Average Category 2 ambulance response time,Q1 2025,score,1.0,,,,2.0
Q1 2025/26,East,Ambulance trust,Ambulance,RYC,East of England Ambulance Service NHS Trust,Access to services,Urgent and emergency care,OF1017,Average Category 2 ambulance response time,Q1 2025,score,3.33,,,,9.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYD,South East Coast Ambulance Service NHS Foundation Trust,Access to services,Urgent and emergency care,OF1017,Average Category 2 ambulance response time,Q1 2025,score,1.0,,,,6.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYE,South Central Ambulance Service NHS Foundation Trust,Access to services,Urgent and emergency care,OF1017,Average Category 2 ambulance response time,Q1 2025,score,1.0,,,,5.0
Q1 2025/26,South West,Ambulance trust,Ambulance,RYF,South Western Ambulance Service NHS Foundation Trust,Access to services,Urgent and emergency care,OF1017,Average Category 2 ambulance response time,Q1 2025,score,4.0,,,,10.0
Q1 2025/26,London,Ambulance trust,Ambulance,RRU,London Ambulance Service NHS Trust,Effectiveness and experience,Effective out of hospital care,OF1028,Percentage of ambulance patients conveyed to emergency departments,Year to date 25/26,score,2.5,,,,6.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX6,North East Ambulance Service NHS Foundation Trust,Effectiveness and experience,Effective out of hospital care,OF1028,Percentage of ambulance patients conveyed to emergency departments,Year to date 25/26,score,3.7,,,,10.0
Q1 2025/26,North West,Ambulance trust,Ambulance,RX7,North West Ambulance Service NHS Trust,Effectiveness and experience,Effective out of hospital care,OF1028,Percentage of ambulance patients conveyed to emergency departments,Year to date 25/26,score,2.8,,,,7.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX8,Yorkshire Ambulance Service NHS Trust,Effectiveness and experience,Effective out of hospital care,OF1028,Percentage of ambulance patients conveyed to emergency departments,Year to date 25/26,score,3.1,,,,8.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RX9,East Midlands Ambulance Service NHS Trust,Effectiveness and experience,Effective out of hospital care,OF1028,Percentage of ambulance patients conveyed to emergency departments,Year to date 25/26,score,1.3,,,,2.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RYA,West Midlands Ambulance Service University NHS Foundation Trust,Effectiveness and experience,Effective out of hospital care,OF1028,Percentage of ambulance patients conveyed to emergency departments,Year to date 25/26,score,1.6,,,,3.0
Q1 2025/26,East,Ambulance trust,Ambulance,RYC,East of England Ambulance Service NHS Trust,Effectiveness and experience,Effective out of hospital care,OF1028,Percentage of ambulance patients conveyed to emergency departments,Year to date 25/26,score,1.9,,,,4.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYD,South East Coast Ambulance Service NHS Foundation Trust,Effectiveness and experience,Effective out of hospital care,OF1028,Percentage of ambulance patients conveyed to emergency departments,Year to date 25/26,score,3.4,,,,9.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYE,South Central Ambulance Service NHS Foundation Trust,Effectiveness and experience,Effective out of hospital care,OF1028,Percentage of ambulance patients conveyed to emergency departments,Year to date 25/26,score,2.2,,,,5.0
Q1 2025/26,South West,Ambulance trust,Ambulance,RYF,South Western Ambulance Service NHS Foundation Trust,Effectiveness and experience,Effective out of hospital care,OF1028,Percentage of ambulance patients conveyed to emergency departments,Year to date 25/26,score,1.0,,,,1.0
Q1 2025/26,London,Ambulance trust,Ambulance,RRU,London Ambulance Service NHS Trust,Effectiveness and experience,Patient experience,OF1047,NHS staff survey advocacy score,2024,score,2.67,,,,6.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX6,North East Ambulance Service NHS Foundation Trust,Effectiveness and experience,Patient experience,OF1047,NHS staff survey advocacy score,2024,score,2.33,,,,5.0
Q1 2025/26,North West,Ambulance trust,Ambulance,RX7,North West Ambulance Service NHS Trust,Effectiveness and experience,Patient experience,OF1047,NHS staff survey advocacy score,2024,score,1.33,,,,2.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX8,Yorkshire Ambulance Service NHS Trust,Effectiveness and experience,Patient experience,OF1047,NHS staff survey advocacy score,2024,score,1.0,,,,1.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RX9,East Midlands Ambulance Service NHS Trust,Effectiveness and experience,Patient experience,OF1047,NHS staff survey advocacy score,2024,score,1.67,,,,3.0
Q1 2025/26,Midlands,Ambulance trust,Ambulance,RYA,West Midlands Ambulance Service University NHS Foundation Trust,Effectiveness and experience,Patient experience,OF1047,NHS staff survey advocacy score,2024,score,3.0,,,,7.0
Q1 2025/26,East,Ambulance trust,Ambulance,RYC,East of England Ambulance Service NHS Trust,Effectiveness and experience,Patient experience,OF1047,NHS staff survey advocacy score,2024,score,3.33,,,,8.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYD,South East Coast Ambulance Service NHS Foundation Trust,Effectiveness and experience,Patient experience,OF1047,NHS staff survey advocacy score,2024,score,2.0,,,,4.0
Q1 2025/26,South East,Ambulance trust,Ambulance,RYE,South Central Ambulance Service NHS Foundation Trust,Effectiveness and experience,Patient experience,OF1047,NHS staff survey advocacy score,2024,score,4.0,,,,10.0
Q1 2025/26,South West,Ambulance trust,Ambulance,RYF,South Western Ambulance Service NHS Foundation Trust,Effectiveness and experience,Patient experience,OF1047,NHS staff survey advocacy score,2024,score,3.67,,,,9.0
Q1 2025/26,London,Ambulance trust,Ambulance,RRU,London Ambulance Service NHS Trust,Patient safety,Patient safety,OF1061,NHS Staff survey - raising concerns sub-score,2024,score,2.0,,,,4.0
Q1 2025/26,North East and Yorkshire,Ambulance trust,Ambulance,RX6,North East Ambulance Service NHS Foundation Trust,Patient safety,Patient safety,OF1061,NHS Staff survey - raising concerns sub-score,2024,score,3.0,,,,7.0
Q1 2025/26,North West,Ambulance trust,Ambulance,RX7,North West Ambulance Service NHS Trust,Patient safety,Patient safety,OF1061,NHS Staff survey - raising concerns sub-score,2024,score,1.0,,,,1.0
