Quarter,Region,Trust_type,Trust_subtype,Trust_code,Trust_name,Domain,Sub-domain,Metric_ID,Metric_description,Reporting_date,Units,Value,Median_value,Lower_quartile,Upper_quartile,Rank
Q1 2026/27,North West,Acute trust,Acute - Teaching,R0A,Manchester University NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,81.25,81.06,65.07,87.8,39.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Large,R0B,South Tyneside and Sunderland NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,90.68,81.06,65.07,87.8,15.0
Q1 2026/27,South West,Acute trust,Acute - Teaching,R0D,University Hospitals Dorset NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,6.39,81.06,65.07,87.8,79.0
Q1 2026/27,London,Acute trust,Acute - Teaching,R1H,Barts Health NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,73.33,81.06,65.07,87.8,52.0
Q1 2026/27,London,Acute trust,Acute - Teaching,R1K,London North West University Healthcare NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,62.16,81.06,65.07,87.8,61.0
Q1 2026/27,South East,Acute trust,Acute - Medium,RA2,Royal Surrey NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,96.44,81.06,65.07,87.8,5.0
Q1 2026/27,South West,Acute trust,Acute - Multi-Service,RA9,Torbay and South Devon NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,84.63,81.06,65.07,87.8,30.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Teaching,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,60.88,81.06,65.07,87.8,62.0
Q1 2026/27,London,Acute trust,Acute - Teaching,RAL,Royal Free London NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,78.74,81.06,65.07,87.8,44.0
Q1 2026/27,London,Acute trust,Acute - Medium,RAX,Kingston and Richmond NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,58.07,81.06,65.07,87.8,64.0
Q1 2026/27,South West,Acute trust,Acute - Small,RBD,Dorset County Hospital NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,21.99,81.06,65.07,87.8,75.0
Q1 2026/27,Midlands,Acute trust,Acute - Small,RBK,Walsall Healthcare NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,65.85,81.06,65.07,87.8,59.0
Q1 2026/27,North West,Acute trust,Acute - Teaching,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,25.86,81.06,65.07,87.8,74.0
Q1 2026/27,North West,Acute trust,Acute - Teaching,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,70.58,81.06,65.07,87.8,55.0
Q1 2026/27,North West,Acute trust,Acute - Specialist,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,100.0,81.06,65.07,87.8,1.0
Q1 2026/27,North West,Acute trust,Acute - Specialist,RBS,Alder Hey Children's NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,82.25,81.06,65.07,87.8,37.0
Q1 2026/27,North West,Acute trust,Acute - Small,RBT,Mid Cheshire Hospitals NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,81.97,81.06,65.07,87.8,38.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Teaching,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,60.12,81.06,65.07,87.8,63.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Small,RCD,Harrogate and District NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,81.06,81.06,65.07,87.8,40.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Small,RCF,Airedale NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,76.89,81.06,65.07,87.8,47.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Specialist,RCU,Sheffield Children's NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,17.98,81.06,65.07,87.8,76.0
Q1 2026/27,East,Acute trust,Acute - Large,RDE,East Suffolk and North Essex NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,86.99,81.06,65.07,87.8,24.0
Q1 2026/27,South East,Acute trust,Acute - Large,RDU,Frimley Health NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,85.41,81.06,65.07,87.8,27.0
Q1 2026/27,South West,Acute trust,Acute - Large,REF,Royal Cornwall Hospitals NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,73.06,81.06,65.07,87.8,53.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Small,RFR,The Rotherham NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,89.81,81.06,65.07,87.8,16.0
Q1 2026/27,Midlands,Acute trust,Acute - Small,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,94.91,81.06,65.07,87.8,6.0
Q1 2026/27,East,Acute trust,Acute - Teaching,RGP,James Paget University Hospitals NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,6.53,81.06,65.07,87.8,78.0
Q1 2026/27,East,Acute trust,Acute - Small,RGR,West Suffolk NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,82.7,81.06,65.07,87.8,35.0
Q1 2026/27,South West,Acute trust,Acute - Multi-Service,RH5,Somerset NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,91.9,81.06,65.07,87.8,12.0
Q1 2026/27,South West,Acute trust,Acute - Large,RH8,Royal Devon University Healthcare NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,84.39,81.06,65.07,87.8,31.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Teaching,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,85.89,81.06,65.07,87.8,25.0
Q1 2026/27,London,Acute trust,Acute - Teaching,RJ1,Guy's and St Thomas' NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,72.5,81.06,65.07,87.8,54.0
Q1 2026/27,London,Acute trust,Acute - Large,RJ2,Lewisham and Greenwich NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,58.04,81.06,65.07,87.8,65.0
Q1 2026/27,London,Acute trust,Acute - Medium,RJ6,Croydon Health Services NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,76.15,81.06,65.07,87.8,48.0
Q1 2026/27,London,Acute trust,Acute - Teaching,RJ7,St George's University Hospitals NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,78.29,81.06,65.07,87.8,45.0
Q1 2026/27,Midlands,Acute trust,Acute - Teaching,RJC,South Warwickshire University NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,89.23,81.06,65.07,87.8,17.0
Q1 2026/27,Midlands,Acute trust,Acute - Teaching,RJE,University Hospitals of North Midlands NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,99.07,81.06,65.07,87.8,2.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Medium,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,85.5,81.06,65.07,87.8,26.0
Q1 2026/27,North West,Acute trust,Acute - Small,RJN,East Cheshire NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,73.72,81.06,65.07,87.8,49.0
Q1 2026/27,North West,Acute trust,Acute - Small,RJR,Countess of Chester Hospital NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,42.19,81.06,65.07,87.8,70.0
Q1 2026/27,Midlands,Acute trust,Acute - Medium,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,98.85,81.06,65.07,87.8,3.0
Q1 2026/27,South West,Acute trust,Acute - Teaching,RK9,University Hospitals Plymouth NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,78.18,81.06,65.07,87.8,46.0
Q1 2026/27,Midlands,Acute trust,Acute - Teaching,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,94.41,81.06,65.07,87.8,8.0
Q1 2026/27,London,Acute trust,Acute - Multi-Service,RKE,Whittington Health NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,67.25,81.06,65.07,87.8,56.0
Q1 2026/27,Midlands,Acute trust,Acute - Large,RL4,The Royal Wolverhampton NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,45.76,81.06,65.07,87.8,69.0
Q1 2026/27,Midlands,Acute trust,Acute - Multi-Service,RLQ,Wye Valley NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,82.76,81.06,65.07,87.8,34.0
Q1 2026/27,North West,Acute trust,Acute - Teaching,RM3,Northern Care Alliance NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,87.78,81.06,65.07,87.8,21.0
Q1 2026/27,North West,Acute trust,Acute - Medium,RMC,Bolton NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,83.64,81.06,65.07,87.8,32.0
Q1 2026/27,North West,Acute trust,Acute - Small,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,93.36,81.06,65.07,87.8,10.0
Q1 2026/27,Midlands,Acute trust,Acute - Medium,RNA,The Dudley Group NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,84.94,81.06,65.07,87.8,29.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Medium,RNN,North Cumbria Integrated Care NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,66.53,81.06,65.07,87.8,57.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Teaching,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,56.67,81.06,65.07,87.8,66.0
Q1 2026/27,London,Acute trust,Acute - Teaching,RQX,Homerton Healthcare NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,87.65,81.06,65.07,87.8,22.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Medium,RR7,Gateshead Health NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,73.46,81.06,65.07,87.8,51.0
Q1 2026/27,North West,Acute trust,Acute - Medium,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,88.03,81.06,65.07,87.8,19.0
Q1 2026/27,Midlands,Acute trust,Acute - Teaching,RRK,University Hospitals Birmingham NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,91.74,81.06,65.07,87.8,13.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Teaching,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,80.08,81.06,65.07,87.8,42.0
Q1 2026/27,South West,Acute trust,Acute - Large,RTE,Gloucestershire Hospitals NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,92.86,81.06,65.07,87.8,11.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Large,RTF,Northumbria Healthcare NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,94.73,81.06,65.07,87.8,7.0
Q1 2026/27,South East,Acute trust,Acute - Teaching,RTH,Oxford University Hospitals NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,48.36,81.06,65.07,87.8,68.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Teaching,RTR,South Tees Hospitals NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,88.81,81.06,65.07,87.8,18.0
Q1 2026/27,North West,Acute trust,Acute - Teaching,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,85.29,81.06,65.07,87.8,28.0
Q1 2026/27,London,Acute trust,Acute - Teaching,RVR,Epsom and St Helier University Hospitals NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,93.63,81.06,65.07,87.8,9.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Medium,RVW,North Tees and Hartlepool NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,87.01,81.06,65.07,87.8,23.0
Q1 2026/27,Midlands,Acute trust,Acute - Large,RWD,United Lincolnshire Teaching Hospitals NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,30.91,81.06,65.07,87.8,73.0
Q1 2026/27,East,Acute trust,Acute - Large,RWH,East and North Hertfordshire Teaching NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,10.76,81.06,65.07,87.8,77.0
Q1 2026/27,North West,Acute trust,Acute - Medium,RWJ,Stockport NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,98.56,81.06,65.07,87.8,4.0
Q1 2026/27,North West,Acute trust,Acute - Teaching,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,51.36,81.06,65.07,87.8,67.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Large,RWY,Calderdale and Huddersfield NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,64.29,81.06,65.07,87.8,60.0
Q1 2026/27,Midlands,Acute trust,Acute - Teaching,RX1,Nottingham University Hospitals NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,66.46,81.06,65.07,87.8,58.0
Q1 2026/27,South East,Acute trust,Acute - Large,RXC,East Sussex Healthcare NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,73.48,81.06,65.07,87.8,50.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Teaching,RXF,Mid Yorkshire Teaching NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,38.01,81.06,65.07,87.8,72.0
Q1 2026/27,Midlands,Acute trust,Acute - Large,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,80.58,81.06,65.07,87.8,41.0
Q1 2026/27,North West,Acute trust,Acute - Teaching,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,82.43,81.06,65.07,87.8,36.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Multi-Service,RXP,County Durham and Darlington NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,79.08,81.06,65.07,87.8,43.0
Q1 2026/27,South East,Acute trust,Acute - Multi-Service,RXQ,Buckinghamshire Healthcare NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,83.44,81.06,65.07,87.8,33.0
Q1 2026/27,North West,Acute trust,Acute - Large,RXR,East Lancashire Hospitals NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,87.82,81.06,65.07,87.8,20.0
Q1 2026/27,London,Acute trust,Acute - Teaching,RYJ,Imperial College Healthcare NHS Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,91.28,81.06,65.07,87.8,14.0
Q1 2026/27,South East,Acute trust,Acute - Teaching,RYR,University Hospitals Sussex NHS Foundation Trust,Access to services,Elective care,OF0001,Percentage of cases where a patient is waiting less than 18 weeks for community treatment,M3 26/27,%,41.33,81.06,65.07,87.8,71.0
Q1 2026/27,North West,Acute trust,Acute - Teaching,R0A,Manchester University NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.86,1.07,0.47,1.85,52.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Large,R0B,South Tyneside and Sunderland NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.0,1.07,0.47,1.85,1.0
Q1 2026/27,South West,Acute trust,Acute - Teaching,R0D,University Hospitals Dorset NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,1.0,1.07,0.47,1.85,60.0
Q1 2026/27,South East,Acute trust,Acute - Multi-Service,R1F,Isle of Wight NHS Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.77,1.07,0.47,1.85,47.0
Q1 2026/27,London,Acute trust,Acute - Teaching,R1H,Barts Health NHS Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.9,1.07,0.47,1.85,57.0
Q1 2026/27,London,Acute trust,Acute - Teaching,R1K,London North West University Healthcare NHS Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.67,1.07,0.47,1.85,44.0
Q1 2026/27,South East,Acute trust,Acute - Medium,RA2,Royal Surrey NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,1.41,1.07,0.47,1.85,81.0
Q1 2026/27,South West,Acute trust,Acute - Teaching,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.86,1.07,0.47,1.85,53.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Teaching,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.17,1.07,0.47,1.85,19.0
Q1 2026/27,East,Acute trust,Acute - Large,RAJ,Mid and South Essex NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,7.54,1.07,0.47,1.85,129.0
Q1 2026/27,London,Acute trust,Acute - Teaching,RAL,Royal Free London NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,1.14,1.07,0.47,1.85,69.0
Q1 2026/27,London,Acute trust,Acute - Specialist,RAN,Royal National Orthopaedic Hospital NHS Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.1,1.07,0.47,1.85,16.0
Q1 2026/27,London,Acute trust,Acute - Small,RAS,The Hillingdon Hospitals NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.34,1.07,0.47,1.85,25.0
Q1 2026/27,London,Acute trust,Acute - Medium,RAX,Kingston and Richmond NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.33,1.07,0.47,1.85,23.0
Q1 2026/27,South West,Acute trust,Acute - Small,RBD,Dorset County Hospital NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,1.76,1.07,0.47,1.85,94.0
Q1 2026/27,Midlands,Acute trust,Acute - Small,RBK,Walsall Healthcare NHS Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.01,1.07,0.47,1.85,6.0
Q1 2026/27,North West,Acute trust,Acute - Teaching,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.71,1.07,0.47,1.85,46.0
Q1 2026/27,North West,Acute trust,Acute - Teaching,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,1.81,1.07,0.47,1.85,96.0
Q1 2026/27,North West,Acute trust,Acute - Specialist,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.44,1.07,0.47,1.85,29.0
Q1 2026/27,North West,Acute trust,Acute - Specialist,RBS,Alder Hey Children's NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,1.35,1.07,0.47,1.85,78.0
Q1 2026/27,North West,Acute trust,Acute - Small,RBT,Mid Cheshire Hospitals NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.94,1.07,0.47,1.85,58.0
Q1 2026/27,East,Acute trust,Acute - Medium,RC9,Bedfordshire Hospitals NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.89,1.07,0.47,1.85,54.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Teaching,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,1.93,1.07,0.47,1.85,102.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Small,RCD,Harrogate and District NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.01,1.07,0.47,1.85,5.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Small,RCF,Airedale NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.45,1.07,0.47,1.85,30.0
Q1 2026/27,North East and Yorkshire,Acute trust,Acute - Specialist,RCU,Sheffield Children's NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,1.26,1.07,0.47,1.85,76.0
Q1 2026/27,East,Acute trust,Acute - Small,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,1.49,1.07,0.47,1.85,84.0
Q1 2026/27,South West,Acute trust,Acute - Medium,RD1,Royal United Hospitals Bath NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.34,1.07,0.47,1.85,24.0
Q1 2026/27,East,Acute trust,Acute - Teaching,RD8,Milton Keynes University Hospital NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,2.7,1.07,0.47,1.85,118.0
Q1 2026/27,East,Acute trust,Acute - Large,RDE,East Suffolk and North Essex NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,0.07,1.07,0.47,1.85,14.0
Q1 2026/27,South East,Acute trust,Acute - Large,RDU,Frimley Health NHS Foundation Trust,Access to services,Elective care,OF0003,Percentage of cases where a patient is waiting more than 52 weeks for elective treatment,Jun-26,%,1.32,1.07,0.47,1.85,77.0
